yob,sob,qob,educ,lwage
34,8,3,12,5.952494
34,55,3,12,4.606211
34,56,3,12,6.034285
34,5,3,16,6.534225
34,46,3,15,6.134774
34,48,3,16,7.050939
34,19,3,14,5.704103
34,22,3,16,6.948677
34,56,3,13,6.252534
34,4,3,16,6.083491
34,20,3,14,5.548402
34,36,3,12,6.2148
34,36,3,19,6.081362
34,36,3,12,5.526812
34,36,3,12,6.175587
34,36,3,12,5.595926
34,36,3,12,6.147194
34,36,3,12,5.48264
34,36,3,10,5.729413
34,36,3,20,6.481842
34,36,3,12,6.001272
34,36,3,8,6.162707
34,36,3,8,3.223863
34,36,3,12,5.595926
34,36,3,16,6.134774
34,36,3,12,5.843823
34,36,3,11,5.085338
34,36,3,8,5.858273
34,42,3,20,6.823642
34,36,3,12,6.109803
34,36,3,12,3.8748
34,36,3,14,6.173586
34,36,3,8,5.354861
34,36,3,12,6.175587
34,36,3,7,5.670875
34,42,3,16,6.520819
34,50,3,12,5.952494
34,36,3,14,6.145134
34,36,3,18,6.288895
34,36,3,9,5.461253
34,36,3,14,6.288895
34,36,3,12,5.595926
34,36,3,12,5.870062
34,36,3,14,5.729413
34,25,3,14,3.056357
34,36,3,12,5.90489
34,25,3,16,6.011917
34,36,3,12,3.472325
34,36,3,18,6.17158
34,36,3,18,6.175587
34,13,3,16,6.047781
34,36,3,12,5.981256
34,24,3,17,6.540169
34,36,3,12,6.304835
34,36,3,12,5.67682
34,36,3,12,5.818998
34,36,3,10,5.369345
34,36,3,12,6.109525
34,36,3,12,4.894101
34,36,3,17,6.364519
34,36,3,12,5.470572
34,36,3,18,6.311054
34,36,3,9,5.279389
34,36,3,16,5.631005
34,36,3,12,6.001272
34,25,3,10,5.901214
34,36,3,7,5.664895
34,36,3,7,5.531411
34,36,3,19,6.305797
34,36,3,12,5.704116
34,36,3,14,5.952494
34,36,3,9,5.729413
34,36,3,12,5.960119
34,36,3,12,6.567565
34,36,3,12,6.134357
34,36,3,18,5.521845
34,36,3,16,6.267967
34,36,3,14,6.001272
34,36,3,7,5.664895
34,34,3,20,6.430185
34,36,3,14,6.32398
34,25,3,12,5.901214
34,36,3,17,3.78646
34,36,3,10,6.422404
34,36,3,12,6.39066
34,36,3,16,6.357876
34,36,3,12,6.512002
34,36,3,10,5.595926
34,36,3,17,6.127824
34,36,3,13,5.559572
34,36,3,16,5.631005
34,36,3,12,5.792368
34,36,3,13,5.760781
34,36,3,12,5.441835
34,36,3,8,5.749822
34,36,3,10,5.573254
34,36,3,11,5.595926
34,42,3,19,6.268938
34,36,3,4,6.001272
34,36,3,12,5.664895
34,6,3,12,5.920094
34,36,3,20,6.001272
34,36,3,16,6.001272
34,34,3,12,5.847161
34,36,3,7,5.488222
34,36,3,12,5.841592
34,36,3,9,5.729413
34,36,3,8,5.946729
34,36,3,12,6.252277
34,34,3,10,7.136575
34,36,3,8,3.844261
34,36,3,12,5.790019
34,39,3,12,6.097075
34,17,3,20,5.790019
34,36,3,12,5.036578
34,36,3,12,5.378841
34,36,3,12,5.729413
34,36,3,12,5.952494
34,39,3,12,5.664895
34,21,3,8,5.125154
34,36,3,10,6.047781
34,36,3,11,6.2148
34,42,3,12,6.332576
34,36,3,12,6.252534
34,36,3,12,6.6073
34,6,3,16,5.271519
34,36,3,20,4.749104
34,36,3,16,5.95748
34,36,3,16,6.645516
34,36,3,12,4.076326
34,36,3,12,5.847161
34,50,3,18,7.050939
34,36,3,15,6.252534
34,36,3,12,5.952494
34,36,3,14,6.255492
34,36,3,11,5.595926
34,42,3,12,6.437905
34,36,3,17,3.944192
34,36,3,16,6.252534
34,50,3,18,6.888435
34,36,3,14,6.270879
34,17,3,18,6.630404
34,36,3,12,5.116995
34,36,3,8,6.132689
34,42,3,10,5.948487
34,36,3,16,6.371119
34,36,3,9,5.24753
34,36,3,13,6.047781
34,36,3,10,5.259597
34,36,3,11,5.566214
34,36,3,8,6.031635
34,36,3,16,5.952494
34,36,3,12,5.664895
34,36,3,13,5.952494
34,36,3,14,5.720627
34,42,3,12,6.397346
34,36,3,18,6.263581
34,36,3,9,5.950492
34,36,3,10,6.175587
34,36,3,12,5.847161
34,36,3,8,5.419982
34,36,3,19,5.870062
34,36,3,7,5.31902
34,36,3,12,-0.133531
34,36,3,9,6.047781
34,36,3,12,5.655555
34,36,3,14,6.645516
34,36,3,12,6.117122
34,29,3,12,5.729413
34,36,3,9,5.790019
34,36,3,16,6.175587
34,36,3,14,5.952494
34,36,3,12,6.00886
34,36,3,16,6.357876
34,1,3,19,5.617819
34,42,3,12,6.288895
34,26,3,12,5.085338
34,36,3,14,5.790019
34,36,3,16,5.952494
34,36,3,12,5.991715
34,36,3,15,6.288537
34,36,3,18,6.297915
34,36,3,12,5.85829
34,36,3,13,5.790019
34,36,3,12,5.952494
34,36,3,12,6.092223
34,36,3,14,5.778188
34,36,3,12,5.847161
34,36,3,12,6.25563
34,36,3,12,6.175587
34,25,3,20,6.400289
34,36,3,14,6.109525
34,36,3,12,5.569885
34,36,3,8,6.195386
34,36,3,12,5.542064
34,36,3,10,6.124638
34,36,3,16,6.040552
34,36,3,12,6.302372
34,36,3,12,6.2148
34,36,3,14,6.740928
34,36,3,10,5.664895
34,36,3,12,5.858219
34,36,3,12,5.683363
34,36,3,12,5.521845
34,36,3,13,6.175587
34,42,3,12,5.943729
34,36,3,12,5.481056
34,36,3,14,5.922042
34,36,3,13,4.956707
34,48,3,12,5.840369
34,44,3,16,6.2148
34,36,3,12,5.810392
34,36,3,12,-2.34181
34,36,3,12,5.527214
34,42,3,15,6.740815
34,36,3,12,3.142991
34,42,3,6,5.036578
34,36,3,12,5.308363
34,36,3,16,5.664895
34,42,3,15,5.968363
34,55,3,16,6.487713
34,42,3,18,6.177166
34,36,3,12,2.937838
34,42,3,17,6.119548
34,39,3,16,5.867883
34,42,3,11,5.729413
34,42,3,12,5.922042
34,36,3,12,5.693395
34,36,3,9,4.903136
34,36,3,14,6.2148
34,42,3,16,6.512002
34,36,3,12,5.521845
34,36,3,12,5.927695
34,36,3,9,5.631005
34,42,3,17,6.595018
34,36,3,17,6.066242
34,36,3,17,5.664895
34,36,3,12,5.52415
34,42,3,15,6.175587
34,36,3,14,5.259597
34,42,3,12,5.901214
34,36,3,13,6.422404
34,36,3,11,5.684313
34,36,3,12,6.092223
34,36,3,16,6.357876
34,42,3,12,6.214941
34,36,3,12,4.788648
34,36,3,12,5.602332
34,42,3,20,6.512034
34,36,3,18,5.441835
34,36,3,8,5.585879
34,34,3,17,6.092223
34,55,3,16,5.952494
34,36,3,15,6.453171
34,36,3,12,4.937168
34,36,3,12,5.769222
34,36,3,8,5.790019
34,36,3,12,6.39066
34,36,3,14,5.790019
34,36,3,14,6.907851
34,36,3,12,5.574272
34,36,3,13,6.087867
34,37,3,18,6.717828
34,36,3,17,6.422404
34,36,3,12,6.426457
34,36,3,12,6.001272
34,36,3,8,5.441835
34,50,3,11,5.298817
34,36,3,16,5.952494
34,50,3,14,6.134774
34,36,3,12,5.850488
34,34,3,10,5.27799
34,36,3,13,6.092223
34,36,3,14,6.127247
34,36,3,12,5.886382
34,36,3,12,6.134774
34,36,3,12,5.441835
34,34,3,11,6.341071
34,36,3,15,5.952494
34,36,3,12,6.047781
34,36,3,16,6.252534
34,36,3,12,5.952494
34,36,3,12,5.991715
34,36,3,20,6.613647
34,36,3,12,5.399293
34,34,3,19,6.233845
34,36,3,18,6.453171
34,36,3,12,6.001272
34,36,3,19,6.945588
34,36,3,11,6.070249
34,36,3,12,5.98978
34,36,3,16,6.357876
34,36,3,16,6.175587
34,36,3,20,5.991715
34,36,3,12,5.952494
34,36,3,12,6.134774
34,36,3,12,5.664895
34,36,3,12,5.952494
34,48,3,12,5.117245
34,36,3,20,6.087867
34,36,3,12,5.952494
34,36,3,12,6.175587
34,36,3,13,6.241362
34,18,3,19,6.2148
34,36,3,12,5.729413
34,36,3,12,5.441835
34,36,3,13,5.927182
34,36,3,19,6.6943
34,36,3,17,5.768633
34,36,3,12,5.259597
34,26,3,13,6.175587
34,36,3,10,5.847161
34,36,3,16,5.697674
34,36,3,20,6.477165
34,36,3,20,6.134774
34,36,3,11,6.214808
34,36,3,14,5.664895
34,36,3,13,5.952494
34,36,3,12,5.773331
34,36,3,12,5.952494
34,36,3,13,5.631005
34,36,3,10,5.991715
34,36,3,11,6.175587
34,36,3,12,6.289073
34,36,3,17,7.274
34,36,3,18,6.187514
34,6,3,18,5.847161
34,42,3,15,6.357876
34,36,3,10,5.521845
34,36,3,19,6.722468
34,36,3,17,6.52493
34,36,3,16,6.175587
34,18,3,16,6.288895
34,36,3,20,6.087002
34,25,3,12,5.368976
34,36,3,20,6.540169
34,34,3,16,6.868635
34,36,3,16,6.043226
34,23,3,16,5.952494
34,36,3,19,6.868635
34,36,3,16,6.134774
34,36,3,13,7.274
34,36,3,17,5.847161
34,36,3,16,5.991715
34,32,3,16,1.464857
34,36,3,12,6.282087
34,11,3,12,6.357876
34,55,3,19,7.274
34,36,3,18,7.274
34,34,3,16,5.760175
34,36,3,17,6.001272
34,36,3,8,6.184149
34,36,3,16,5.940424
34,36,3,12,6.134774
34,36,3,12,5.464134
34,36,3,10,5.940434
34,36,3,12,5.901214
34,34,3,12,6.645516
34,36,3,12,5.249652
34,36,3,20,6.557714
34,36,3,14,6.175587
34,39,3,20,6.154192
34,36,3,16,5.458357
34,36,3,14,6.39709
34,36,3,13,6.2148
34,36,3,12,5.704103
34,36,3,12,5.857109
34,36,3,16,6.357876
34,36,3,16,6.001272
34,36,3,12,6.37947
34,18,3,18,5.521845
34,36,3,12,5.259597
34,36,3,14,6.357876
34,36,3,14,6.001272
34,36,3,12,5.895938
34,36,3,16,5.952494
34,36,3,10,6.527874
34,36,3,12,5.838795
34,36,3,12,6.237825
34,36,3,12,6.014215
34,26,3,13,5.523126
34,36,3,14,5.965407
34,36,3,12,6.033593
34,36,3,13,6.097138
34,25,3,16,6.175587
34,36,3,12,6.62024
34,36,3,14,6.422404
34,36,3,12,5.52246
34,34,3,17,6.357876
34,36,3,12,5.729413
34,36,3,16,6.346142
34,36,3,12,5.036578
34,36,3,12,5.20833
34,34,3,12,5.952494
34,36,3,20,7.375096
34,36,3,20,6.763285
34,36,3,12,5.847161
34,42,3,20,7.130982
34,36,3,16,7.115473
34,36,3,9,5.354861
34,36,3,16,6.485956
34,54,3,20,6.134843
34,36,3,12,6.540169
34,42,3,13,6.047781
34,36,3,12,4.739951
34,36,3,12,5.952494
34,13,3,16,7.274
34,36,3,12,5.847161
34,36,3,18,6.487421
34,36,3,12,5.901214
34,36,3,12,5.901214
34,36,3,18,7.274
34,36,3,12,5.790019
34,18,3,20,5.595926
34,25,3,14,3.404525
34,34,3,11,5.952494
34,34,3,13,6.422404
34,34,3,12,6.081315
34,36,3,12,6.422404
34,17,3,16,6.90788
34,36,3,13,7.119682
34,39,3,20,6.352529
34,36,3,14,5.704449
34,25,3,16,7.274
34,36,3,12,5.874553
34,9,3,19,6.907855
34,36,3,18,6.632939
34,36,3,15,6.645516
34,36,3,16,6.357876
34,36,3,14,6.357876
34,36,3,13,5.369295
34,36,3,12,6.191458
34,34,3,12,6.4662
34,36,3,16,6.620201
34,36,3,11,6.420527
34,36,3,13,6.559425
34,42,3,12,6.645516
34,36,3,16,7.050939
34,36,3,16,6.11672
34,36,3,14,5.704893
34,36,3,12,5.40103
34,36,3,14,6.047781
34,36,3,16,3.371927
34,36,3,16,6.175587
34,51,3,16,6.468206
34,36,3,17,6.62404
34,36,3,17,5.952494
34,36,3,20,6.175587
34,36,3,12,6.016392
34,36,3,16,6.163517
34,36,3,12,6.134774
34,36,3,16,6.288895
34,36,3,3,5.952494
34,36,3,11,5.441835
34,36,3,18,5.957073
34,38,3,13,5.818998
34,36,3,9,6.040493
34,36,3,8,6.790597
34,29,3,18,5.912723
34,36,3,13,5.952494
34,36,3,14,6.288895
34,36,3,16,6.065796
34,36,3,15,6.357876
34,36,3,16,6.422404
34,36,3,12,6.357876
34,36,3,12,6.087867
34,36,3,12,5.580093
34,42,3,12,6.357876
34,36,3,16,7.274
34,36,3,16,6.400928
34,34,3,12,7.260644
34,8,3,12,6.068025
34,36,3,12,5.901214
34,36,3,12,6.357876
34,36,3,12,5.308363
34,36,3,14,5.790019
34,36,3,13,6.288895
34,36,3,12,6.645516
34,36,3,16,5.908471
34,36,3,16,4.048675
34,36,3,12,5.847161
34,36,3,12,6.252534
34,36,3,13,7.274
34,36,3,16,5.559572
34,36,3,14,6.047781
34,36,3,16,6.645516
34,36,3,20,6.843717
34,36,3,14,5.790019
34,36,3,14,6.087002
34,36,3,15,7.274
34,36,3,11,6.092223
34,36,3,15,5.952494
34,36,3,19,6.551259
34,36,3,14,6.047781
34,25,3,16,6.047781
34,36,3,12,6.2148
34,36,3,12,5.559572
34,36,3,19,6.275595
34,36,3,12,5.971311
34,36,3,18,6.868635
34,36,3,18,6.963936
34,36,3,12,6.215953
34,36,3,14,6.216198
34,36,3,20,6.679057
34,36,3,12,6.288895
34,36,3,11,5.901214
34,36,3,12,5.521845
34,9,3,16,6.195386
34,36,3,14,6.32398
34,36,3,12,6.252534
34,36,3,17,6.252534
34,36,3,14,5.847161
34,36,3,14,7.274
34,36,3,12,6.454382
34,36,3,13,6.155389
34,36,3,20,7.274
34,36,3,16,5.376204
34,36,3,13,6.288895
34,36,3,20,6.39066
34,36,3,11,5.952494
34,36,3,12,5.952494
34,36,3,19,6.594229
34,9,3,12,6.512002
34,36,3,11,6.252534
34,36,3,16,6.252534
34,36,3,9,6.507134
34,37,3,17,6.594229
34,36,3,15,6.045051
34,36,3,12,6.39066
34,36,3,8,5.900161
34,36,3,11,6.015453
34,36,3,12,6.134774
34,36,3,20,6.507427
34,36,3,12,5.965407
34,36,3,20,6.357876
34,19,3,12,5.354861
34,54,3,12,6.226271
34,27,3,14,6.948677
34,5,3,8,5.595926
34,47,3,4,2.312535
34,20,3,12,6.175587
34,9,3,20,6.512002
34,40,3,12,5.790019
34,4,3,11,6.237825
34,4,3,8,6.512002
34,28,3,12,5.729413
34,41,3,19,5.8527
34,40,3,10,5.927759
34,4,3,12,6.175587
34,11,3,12,6.175587
34,34,3,16,6.357876
34,17,3,17,6.328115
34,55,3,14,3.834061
34,1,3,12,6.2148
34,4,3,15,6.092223
34,36,3,12,5.595926
34,40,3,12,5.441835
34,34,3,13,6.931415
34,51,3,14,6.90788
34,39,3,13,6.252534
34,36,3,12,6.357876
34,24,3,10,5.790019
34,36,3,12,6.539892
34,26,3,14,6.397096
34,55,3,16,6.357876
34,17,3,18,6.594229
34,4,3,8,5.339639
34,28,3,5,5.418235
34,17,3,13,7.025631
34,40,3,17,6.070249
34,4,3,16,6.053735
34,42,3,12,6.175587
34,4,3,12,5.901214
34,29,3,10,5.259597
34,19,3,12,5.941436
34,4,3,15,6.134774
34,36,3,12,6.422404
34,48,3,16,6.448431
34,8,3,8,3.365304
34,42,3,13,6.509142
34,26,3,14,5.06975
34,55,3,12,6.005073
34,31,3,13,5.441835
34,27,3,17,6.765557
34,48,3,14,5.729413
34,17,3,16,5.259597
34,19,3,12,5.775805
34,48,3,7,5.328019
34,4,3,12,5.952494
34,17,3,19,6.32398
34,17,3,14,7.130976
34,25,3,19,7.354042
34,24,3,16,5.879942
34,26,3,12,5.847161
34,54,3,14,5.853804
34,26,3,12,6.077333
34,18,3,14,5.852015
34,41,3,18,6.868635
34,19,3,12,5.521961
34,39,3,11,5.441835
34,4,3,12,5.664895
34,42,3,14,6.2148
34,25,3,13,5.797635
34,38,3,16,5.664895
34,4,3,11,6.280648
34,31,3,12,5.841033
34,17,3,12,6.354537
34,55,3,12,6.620201
34,6,3,20,6.341071
34,4,3,12,5.890634
34,36,3,12,6.357876
34,36,3,15,6.397096
34,56,3,20,6.512002
34,41,3,19,6.510525
34,4,3,7,6.172266
34,54,3,13,6.134774
34,36,3,15,5.617226
34,42,3,16,5.521845
34,42,3,16,6.594229
34,17,3,16,6.334611
34,42,3,12,6.175587
34,48,3,14,6.163578
34,18,3,11,6.189882
34,55,3,12,6.331231
34,42,3,12,6.252534
34,31,3,12,5.927182
34,31,3,20,6.645516
34,42,3,18,6.175587
34,36,3,12,5.435149
34,17,3,12,5.221706
34,4,3,9,5.952713
34,4,3,12,6.134774
34,17,3,12,6.39066
34,16,3,9,5.906723
34,39,3,12,5.441835
34,20,3,11,5.729413
34,16,3,14,6.032786
34,16,3,12,6.357876
34,16,3,12,6.134774
34,20,3,20,6.026655
34,53,3,12,7.021263
34,16,3,16,6.357876
34,29,3,16,5.325352
34,53,3,12,5.237107
34,6,3,12,5.664895
34,16,3,12,6.422404
34,20,3,17,6.134774
34,20,3,17,6.097075
34,49,3,12,5.791194
34,8,3,13,5.835429
34,16,3,18,6.055319
34,41,3,13,5.664895
34,31,3,14,6.134774
34,9,3,15,5.20833
34,16,3,16,5.790019
34,6,3,12,5.1655
34,16,3,15,5.896467
34,39,3,12,5.185988
34,16,3,12,4.526169
34,8,3,17,6.092223
34,16,3,12,5.847161
34,5,3,12,5.847161
34,16,3,11,5.790019
34,40,3,17,6.512002
34,27,3,17,5.116621
34,16,3,9,5.847161
34,25,3,17,6.422404
34,36,3,12,6.288895
34,24,3,16,7.080658
34,13,3,18,7.285121
34,36,3,16,6.483019
34,18,3,17,6.963936
34,6,3,18,6.594229
34,36,3,16,7.487574
34,9,3,12,5.874553
34,39,3,16,7.274
34,34,3,18,5.036578
34,9,3,16,7.130976
34,9,3,16,6.175587
34,9,3,19,5.932296
34,34,3,16,7.050939
34,9,3,12,5.206179
34,9,3,12,6.047781
34,9,3,9,5.790019
34,42,3,12,6.047781
34,9,3,11,5.901214
34,9,3,20,7.205078
34,9,3,9,6.001272
34,9,3,12,5.952494
34,9,3,14,6.424277
34,9,3,12,5.847161
34,9,3,12,6.318448
34,24,3,12,7.313498
34,42,3,14,5.901214
34,9,3,12,6.36858
34,17,3,17,6.670206
34,9,3,12,5.521845
34,9,3,13,5.790019
34,9,3,14,6.422404
34,42,3,12,5.664895
34,9,3,12,6.092223
34,36,3,17,6.963936
34,9,3,16,6.868635
34,9,3,14,6.162262
34,9,3,9,6.163517
34,36,3,16,6.213646
34,9,3,8,5.945911
34,25,3,12,6.103891
34,9,3,11,6.001272
34,9,3,17,6.453171
34,9,3,16,6.173005
34,9,3,10,5.664895
34,9,3,12,6.2148
34,42,3,14,6.653024
34,9,3,10,5.527234
34,9,3,12,5.847161
34,9,3,12,6.02851
34,9,3,9,5.337446
34,33,3,9,5.912203
34,25,3,7,5.704103
34,9,3,16,6.122198
34,25,3,12,6.047781
34,44,3,16,5.729413
34,42,3,20,5.977126
34,9,3,17,6.422404
34,55,3,20,6.296011
34,25,3,16,6.540169
34,25,3,16,6.39066
34,42,3,16,6.270879
34,23,3,16,6.175587
34,42,3,12,6.047781
34,42,3,19,6.285453
34,25,3,18,6.620201
34,23,3,11,5.289141
34,9,3,12,5.664895
34,23,3,8,5.29915
34,9,3,12,6.032537
34,36,3,17,6.512002
34,36,3,16,6.620201
34,23,3,10,6.134774
34,11,3,19,7.083727
34,9,3,8,5.790019
34,36,3,16,6.134774
34,25,3,16,6.32398
34,25,3,12,6.012633
34,9,3,10,6.236859
34,42,3,13,6.262849
34,23,3,12,6.328115
34,9,3,12,6.422404
34,9,3,12,5.664895
34,9,3,12,5.952494
34,51,3,15,6.024797
34,25,3,16,5.835991
34,9,3,12,5.664895
34,36,3,19,5.581542
34,9,3,12,5.440251
34,25,3,12,6.383183
34,9,3,9,3.613617
34,9,3,11,5.441835
34,4,3,12,6.047781
34,9,3,12,4.749104
34,9,3,9,6.175587
34,9,3,14,5.664895
34,36,3,15,6.017095
34,9,3,19,6.268938
34,23,3,12,5.481056
34,36,3,16,7.07563
34,9,3,8,4.749104
34,25,3,14,6.134774
34,36,3,12,5.697674
34,36,3,14,6.512002
34,9,3,12,6.040941
34,9,3,12,3.600994
34,9,3,12,5.932296
34,36,3,16,6.252534
34,50,3,12,6.545985
34,9,3,17,6.047781
34,36,3,15,6.868635
34,9,3,12,5.379001
34,33,3,15,6.186723
34,9,3,14,6.194602
34,1,3,14,5.48272
34,1,3,6,6.047781
34,1,3,15,6.553961
34,1,3,12,6.422404
34,1,3,12,3.222715
34,1,3,9,5.234334
34,1,3,10,5.481056
34,26,3,14,5.664895
34,1,3,12,5.409163
34,1,3,3,4.832153
34,1,3,7,5.834867
34,5,3,9,5.259597
34,1,3,12,6.083491
34,5,3,18,6.518551
34,1,3,13,6.363525
34,1,3,12,5.394082
34,1,3,14,5.790019
34,1,3,12,5.73936
34,1,3,7,5.441835
34,40,3,12,2.961499
34,1,3,13,5.729413
34,1,3,12,6.210948
34,13,3,6,5.073369
34,1,3,6,6.047781
34,1,3,11,5.354861
34,1,3,16,6.37473
34,1,3,16,6.838178
34,13,3,16,6.670206
34,1,3,18,5.952494
34,28,3,17,6.806766
34,40,3,16,6.681602
34,1,3,12,5.526448
34,1,3,12,6.354872
34,1,3,9,5.222951
34,13,3,14,6.131444
34,1,3,6,5.729413
34,1,3,6,5.259597
34,1,3,13,5.561066
34,1,3,13,6.256967
34,1,3,11,5.729413
34,1,3,11,3.500288
34,28,3,11,6.57939
34,1,3,13,5.559572
34,1,3,12,6.047781
34,1,3,12,5.441835
34,1,3,7,5.036578
34,1,3,12,6.015923
34,1,3,11,8.922992
34,1,3,3,6.109525
34,1,3,6,5.259763
34,1,3,14,6.252534
34,1,3,0,6.001272
34,1,3,11,5.952494
34,1,3,13,5.901214
34,1,3,14,6.175587
34,1,3,16,6.404433
34,1,3,20,6.602614
34,1,3,16,6.980702
34,1,3,12,6.252534
34,1,3,10,5.481056
34,1,3,12,5.036578
34,21,3,17,6.868635
34,13,3,14,5.952494
34,1,3,7,5.371979
34,37,3,15,6.34749
34,48,3,16,5.97718
34,1,3,16,5.912203
34,1,3,20,6.972985
34,13,3,16,6.572955
34,1,3,16,5.605873
34,1,3,12,6.363194
34,13,3,4,5.441835
34,1,3,16,7.536364
34,1,3,12,5.658208
34,1,3,11,5.790019
34,1,3,14,5.259597
34,28,3,12,6.047781
34,1,3,10,5.700251
34,1,3,8,5.973271
34,1,3,8,5.987781
34,1,3,16,5.744938
34,8,3,19,5.664895
34,1,3,12,5.704103
34,1,3,6,5.434904
34,1,3,12,5.595926
34,29,3,15,6.288895
34,1,3,12,6.252534
34,1,3,14,5.801712
34,1,3,12,5.847161
34,1,3,12,5.849442
34,1,3,12,5.952494
34,1,3,9,4.586367
34,28,3,3,5.595926
34,13,3,14,5.673522
34,1,3,13,6.134774
34,39,3,9,5.561066
34,1,3,6,5.011917
34,13,3,8,5.664895
34,22,3,12,5.510244
34,37,3,16,6.252534
34,39,3,12,5.952494
34,27,3,12,6.301897
34,1,3,12,6.001272
34,21,3,12,5.906462
34,1,3,13,5.660888
34,28,3,17,6.252534
34,39,3,12,6.175587
34,1,3,12,5.901214
34,6,3,17,6.291035
34,1,3,12,7.083727
34,22,3,18,6.078215
34,1,3,16,6.779375
34,48,3,12,6.128925
34,18,3,14,6.25563
34,1,3,12,5.920495
34,28,3,15,5.595926
34,39,3,15,6.868635
34,1,3,12,5.847161
34,1,3,9,6.269788
34,1,3,12,6.252534
34,1,3,12,6.6073
34,1,3,8,5.873994
34,1,3,11,5.521845
34,1,3,12,6.134774
34,1,3,12,5.847161
34,39,3,12,4.879482
34,1,3,14,6.32398
34,1,3,16,4.566949
34,1,3,12,5.528742
34,42,3,16,6.233845
34,13,3,13,5.521845
34,1,3,16,7.181957
34,1,3,12,6.550118
34,18,3,13,6.099586
34,48,3,14,5.903841
34,1,3,16,6.001272
34,19,3,12,5.441835
34,19,3,12,5.952494
34,19,3,13,6.347827
34,19,3,10,5.595926
34,19,3,20,7.274
34,27,3,12,5.729413
34,19,3,12,6.011318
34,19,3,12,5.298817
34,19,3,12,5.902808
34,19,3,11,6.173994
34,19,3,8,5.847161
34,55,3,12,5.991715
34,19,3,12,6.540169
34,19,3,12,5.441835
34,19,3,12,5.664895
34,26,3,12,6.06936
34,19,3,12,5.956485
34,16,3,12,5.723145
34,19,3,18,6.236414
34,31,3,16,6.503107
34,19,3,13,6.2148
34,19,3,12,6.168363
34,19,3,13,5.601622
34,46,3,20,6.134774
34,19,3,12,5.55809
34,46,3,18,2.4987
34,19,3,17,5.97718
34,31,3,8,5.441835
34,19,3,12,6.288895
34,19,3,12,4.386008
34,31,3,12,5.760175
34,19,3,11,6.320219
34,19,3,16,6.731167
34,19,3,12,6.422404
34,19,3,16,6.449528
34,19,3,15,6.155389
34,19,3,12,6.175587
34,19,3,14,6.2148
34,19,3,20,6.603918
34,19,3,12,5.441835
34,19,3,12,5.515675
34,19,3,16,5.729413
34,19,3,12,6.134774
34,19,3,12,5.915839
34,19,3,12,5.991715
34,19,3,12,5.874553
34,19,3,12,5.97718
34,19,3,12,6.288895
34,37,3,16,6.645516
34,19,3,18,5.790019
34,18,3,20,6.422404
34,20,3,19,6.175587
34,19,3,12,6.047781
34,19,3,12,5.441835
34,19,3,12,5.441835
34,26,3,14,6.288895
34,19,3,13,6.357876
34,29,3,16,6.415821
34,19,3,14,5.769222
34,19,3,18,7.274
34,19,3,8,5.149431
34,19,3,12,5.877251
34,42,3,12,5.968766
34,19,3,13,5.927182
34,19,3,12,6.134774
34,19,3,13,6.594229
34,19,3,8,5.664895
34,19,3,12,6.254021
34,19,3,12,6.092223
34,19,3,12,5.664895
34,19,3,12,5.441835
34,19,3,14,6.763285
34,19,3,12,5.863686
34,6,3,5,6.083053
34,19,3,12,3.987915
34,40,3,20,6.294592
34,19,3,15,6.010749
34,19,3,14,5.165381
34,17,3,16,6.258809
34,26,3,14,5.628632
34,17,3,8,6.11924
34,19,3,8,4.424514
34,17,3,13,5.548402
34,19,3,12,5.81273
34,29,3,12,5.611513
34,19,3,12,6.001272
34,19,3,12,6.288895
34,17,3,17,6.092223
34,42,3,12,5.931276
34,19,3,10,6.51011
34,19,3,12,5.927193
34,19,3,12,5.158724
34,19,3,12,5.847161
34,19,3,4,5.402942
34,29,3,12,5.590915
34,19,3,7,3.710283
34,19,3,12,5.952494
34,19,3,7,5.729413
34,31,3,12,5.479336
34,17,3,12,5.680107
34,19,3,8,5.78421
34,19,3,12,6.471186
34,19,3,12,5.664895
34,55,3,12,4.400603
34,19,3,12,5.904908
34,20,3,18,6.252534
34,20,3,8,5.886659
34,31,3,12,5.790019
34,20,3,10,5.441835
34,20,3,12,5.832687
34,20,3,12,5.664895
34,20,3,20,6.047781
34,20,3,12,5.797051
34,56,3,18,5.847161
34,20,3,12,5.847161
34,20,3,12,5.664895
34,8,3,12,5.441835
34,20,3,12,5.559572
34,20,3,12,5.519536
34,20,3,13,5.154292
34,20,3,8,5.181159
34,20,3,20,6.035435
34,36,3,13,5.952494
34,20,3,12,6.001272
34,24,3,10,5.952494
34,20,3,12,5.425035
34,29,3,12,5.989299
34,20,3,18,6.001272
34,20,3,16,5.871847
34,27,3,12,5.384659
34,20,3,14,5.729413
34,20,3,12,6.288895
34,20,3,12,5.847161
34,20,3,16,5.784121
34,46,3,9,5.816138
34,20,3,16,7.161279
34,20,3,12,5.929743
34,29,3,18,6.357876
34,5,3,12,6.11797
34,20,3,16,6.252534
34,22,3,12,5.809239
34,20,3,16,5.952494
34,20,3,9,5.952494
34,20,3,13,5.862046
34,20,3,8,5.20833
34,20,3,7,5.354861
34,40,3,12,5.279015
34,20,3,11,8.434029
34,20,3,13,6.925997
34,40,3,12,6.173185
34,20,3,12,5.818998
34,31,3,12,6.047781
34,20,3,8,5.339639
34,5,3,16,5.847161
34,20,3,15,6.134774
34,20,3,12,6.175587
34,20,3,15,5.918428
34,20,3,12,5.952494
34,20,3,11,6.047781
